Size,Method,File,LoadMs,EncryptMs,SumMs,DecryptMs,TotalMs,CPUTimeNs,CPUPercent,HeapBefore,HeapAfter,NumVotes,ThroughputVps,LatencyMsPerVote,CipherSizeBytes,Success,Error
500,Paillier,benchmarks_data\500\500_08.txt,0.491,106.080,20.397,1.006,128.434,1359375000,80.091,1405032,1407864,500,3893.053,0.256868,256,true,
500,Paillier,benchmarks_data\500\500_09.txt,0.483,110.971,28.263,1.006,141.213,1203125000,67.761,1405264,1408064,500,3540.763,0.282425,256,true,
500,Paillier,benchmarks_data\500\500_10.txt,0.983,111.775,16.300,1.035,131.022,1421875000,79.505,1405480,1408280,500,3816.156,0.262044,256,true,
500,Paillier,benchmarks_data\500\500_11.txt,0.658,108.293,44.446,1.003,155.017,1437500000,82.964,1405712,1408904,500,3225.449,0.310034,256,true,
500,Paillier,benchmarks_data\500\500_12.txt,0.498,105.905,22.913,1.025,130.860,1390625000,82.068,1406352,1406416,500,3820.874,0.261720,256,true,
500,Paillier,benchmarks_data\500\500_13.txt,0.515,110.253,29.139,1.099,141.551,1468750000,83.260,1406576,1406640,500,3532.306,0.283101,256,true,
500,Paillier,benchmarks_data\500\500_14.txt,0.912,118.201,68.669,1.064,189.703,1437500000,76.009,1406792,1406856,500,2635.705,0.379405,256,true,
500,Paillier,benchmarks_data\500\500_15.txt,0.485,108.541,17.675,1.046,128.228,1500000000,86.373,1407016,1407080,500,3899.304,0.256456,257,true,
500,Paillier,benchmarks_data\500\500_16.txt,0.502,108.876,30.165,1.006,141.117,1484375000,85.210,1407248,1407312,500,3543.164,0.282234,256,true,
500,Paillier,benchmarks_data\500\500_17.txt,0.393,109.964,20.752,1.215,132.804,1484375000,84.367,1407496,1407560,500,3764.941,0.265608,256,true,
500,Paillier,benchmarks_data\500\500_18.txt,0.453,108.726,22.001,1.148,132.856,1484375000,85.328,1407712,1407824,500,3763.468,0.265712,256,true,
500,Paillier,benchmarks_data\500\500_19.txt,0.371,123.161,18.432,1.012,143.446,1359375000,68.984,1407984,1408048,500,3485.627,0.286892,256,true,
500,Paillier,benchmarks_data\500\500_20.txt,0.431,109.862,39.973,1.063,151.850,1421875000,80.890,1408216,1408280,500,3292.727,0.303700,256,true,
500,Paillier,benchmarks_data\500\500_21.txt,0.593,110.764,43.206,1.085,156.213,1421875000,80.231,1408528,1408592,500,3200.758,0.312426,256,true,
500,Paillier,benchmarks_data\500\500_22.txt,0.453,103.859,31.266,1.008,137.057,1375000000,82.744,1408752,1408816,500,3648.115,0.274114,256,true,
500,Paillier,benchmarks_data\500\500_23.txt,0.402,114.739,25.339,1.080,141.987,1406250000,76.600,1408976,1409040,500,3521.462,0.283973,256,true,
500,Paillier,benchmarks_data\500\500_24.txt,0.818,110.187,45.020,1.012,158.149,1468750000,83.310,1409256,1409320,500,3161.573,0.316298,256,true,
500,Paillier,benchmarks_data\500\500_25.txt,0.439,132.507,25.350,1.078,159.892,1265625000,59.696,1409472,1409536,500,3127.121,0.319783,257,true,
500,ElGamal,benchmarks_data\500\500_01.txt,0.513,7.742,20.654,0.118,29.624,15625000,12.614,1409312,1409376,500,16878.036,0.059249,8,true,
500,ElGamal,benchmarks_data\500\500_02.txt,0.368,7.876,18.185,0.040,26.923,0,0.000,1409680,1409744,500,18571.482,0.053846,8,true,
500,ElGamal,benchmarks_data\500\500_03.txt,0.481,8.119,16.484,0.056,25.652,0,0.000,1409864,1409928,500,19491.810,0.051304,8,true,
500,ElGamal,benchmarks_data\500\500_04.txt,0.419,10.217,14.979,0.087,26.196,0,0.000,1410064,1410128,500,19086.592,0.052393,8,true,
500,ElGamal,benchmarks_data\500\500_05.txt,0.565,9.686,14.880,0.035,25.687,0,0.000,1410248,1410312,500,19464.872,0.051375,8,true,
500,ElGamal,benchmarks_data\500\500_06.txt,0.681,10.291,24.426,0.042,36.064,218750000,132.851,1410504,1410568,500,13864.395,0.072127,8,true,
500,ElGamal,benchmarks_data\500\500_07.txt,0.411,10.388,18.558,0.037,29.835,0,0.000,1410696,1410760,500,16758.784,0.059670,8,true,
500,ElGamal,benchmarks_data\500\500_08.txt,0.660,8.304,6.017,0.031,15.555,62500000,47.038,1410896,1410960,500,32144.832,0.031109,8,true,
500,ElGamal,benchmarks_data\500\500_09.txt,0.446,7.575,42.210,0.035,50.734,15625000,12.892,1411080,1411144,500,9855.266,0.101469,8,true,
500,ElGamal,benchmarks_data\500\500_10.txt,0.378,7.452,8.185,0.037,16.484,0,0.000,1411352,1411416,500,30332.628,0.032968,8,true,
500,ElGamal,benchmarks_data\500\500_11.txt,0.436,7.280,21.063,0.041,29.271,31250000,26.827,1411544,1411608,500,17081.812,0.058542,8,true,
500,ElGamal,benchmarks_data\500\500_12.txt,0.387,8.023,18.619,0.030,27.547,0,0.000,1411760,1411824,500,18150.533,0.055095,8,true,
500,ElGamal,benchmarks_data\500\500_13.txt,0.367,7.960,24.345,0.033,33.152,0,0.000,1411944,1412072,500,15082.183,0.066303,8,true,
500,ElGamal,benchmarks_data\500\500_14.txt,0.509,24.933,17.587,0.041,43.606,15625000,3.917,1412200,1412264,500,11466.233,0.087213,8,true,
500,ElGamal,benchmarks_data\500\500_15.txt,0.370,8.907,21.235,0.036,31.033,15625000,10.964,1412400,1412464,500,16112.140,0.062065,8,true,
500,ElGamal,benchmarks_data\500\500_16.txt,0.778,8.421,20.955,0.036,30.906,125000000,92.777,1412584,1412648,500,16178.350,0.061811,8,true,
500,ElGamal,benchmarks_data\500\500_17.txt,0.367,7.311,15.335,0.036,23.525,31250000,26.716,1412808,1412872,500,21253.624,0.047051,8,true,
500,ElGamal,benchmarks_data\500\500_18.txt,0.560,9.459,12.717,0.037,23.465,31250000,20.649,1413048,1413112,500,21308.422,0.046930,8,true,
500,ElGamal,benchmarks_data\500\500_19.txt,0.695,16.362,10.737,0.044,28.538,15625000,5.968,1413240,1413896,500,17520.745,0.057075,8,true,
500,ElGamal,benchmarks_data\500\500_20.txt,0.610,9.340,20.877,0.039,31.370,0,0.000,1414024,1414088,500,15938.947,0.062739,8,true,
500,ElGamal,benchmarks_data\500\500_21.txt,0.681,8.156,22.037,0.041,31.382,109375000,83.815,1414216,1414280,500,15932.903,0.062763,8,true,
500,ElGamal,benchmarks_data\500\500_22.txt,0.747,8.049,22.827,0.056,32.583,31250000,24.265,1414408,1414472,500,15345.661,0.065165,8,true,
500,ElGamal,benchmarks_data\500\500_23.txt,0.697,8.549,23.671,0.044,33.395,0,0.000,1414600,1414664,500,14972.301,0.066790,8,true,
500,ElGamal,benchmarks_data\500\500_24.txt,0.443,9.551,23.999,0.035,34.515,31250000,20.450,1414840,1414904,500,14486.287,0.069031,8,true,
500,ElGamal,benchmarks_data\500\500_25.txt,0.480,7.575,26.663,0.047,35.293,31250000,25.785,1415032,1415096,500,14167.316,0.070585,8,true,
5000,Paillier,benchmarks_data\5K\5K_01.txt,1.533,1077.652,93.846,1.081,1174.616,14484375000,84.004,1419752,1419808,5000,4256.711,0.234923,256,true,
5000,Paillier,benchmarks_data\5K\5K_02.txt,1.300,1078.638,100.272,1.310,1182.048,14656250000,84.923,1420120,1420184,5000,4229.946,0.236410,256,true,
5000,Paillier,benchmarks_data\5K\5K_03.txt,1.314,1084.339,87.311,1.183,1174.634,14671875000,84.567,1420352,1420880,5000,4256.646,0.234927,256,true,
5000,Paillier,benchmarks_data\5K\5K_04.txt,1.193,1138.412,86.374,1.055,1227.477,14812500000,81.322,1421032,1421456,5000,4073.397,0.245495,256,true,
5000,Paillier,benchmarks_data\5K\5K_05.txt,1.143,1104.366,101.949,1.018,1208.932,14562500000,82.414,1421616,1421968,5000,4135.881,0.241786,256,true,
5000,Paillier,benchmarks_data\5K\5K_06.txt,1.078,1172.860,80.920,1.069,1256.362,15609375000,83.180,1422128,1422192,5000,3979.744,0.251272,256,true,
5000,Paillier,benchmarks_data\5K\5K_07.txt,1.072,1136.901,95.972,1.063,1235.455,15359375000,84.437,1422352,1422416,5000,4047.094,0.247091,256,true,
5000,Paillier,benchmarks_data\5K\5K_08.txt,1.371,1155.382,98.482,1.257,1257.071,15078125000,81.565,1422584,1422648,5000,3977.499,0.251414,256,true,
5000,Paillier,benchmarks_data\5K\5K_09.txt,1.176,1241.052,83.484,1.103,1327.284,15546875000,78.295,1422800,1422864,5000,3767.090,0.265457,256,true,
5000,Paillier,benchmarks_data\5K\5K_10.txt,1.158,1164.689,94.674,1.022,1262.067,15515625000,83.261,1423024,1423088,5000,3961.755,0.252413,256,true,
5000,Paillier,benchmarks_data\5K\5K_11.txt,1.060,1151.649,117.658,1.822,1272.661,16187500000,87.850,1423256,1423320,5000,3928.777,0.254532,256,true,
5000,Paillier,benchmarks_data\5K\5K_12.txt,1.497,1236.874,96.988,1.293,1337.211,16062500000,81.165,1423496,1423560,5000,3739.125,0.267442,256,true,
5000,Paillier,benchmarks_data\5K\5K_13.txt,1.310,1345.268,123.223,1.493,1471.958,16890625000,78.472,1423728,1423792,5000,3396.836,0.294392,256,true,
5000,Paillier,benchmarks_data\5K\5K_14.txt,1.569,1525.809,121.271,1.531,1650.739,20359375000,83.396,1423944,1424008,5000,3028.946,0.330148,256,true,
5000,Paillier,benchmarks_data\5K\5K_15.txt,1.519,1498.104,126.434,1.548,1628.181,20250000000,84.482,1424176,1424240,5000,3070.911,0.325636,256,true,
5000,Paillier,benchmarks_data\5K\5K_16.txt,1.632,1527.697,155.001,1.371,1686.359,20437500000,83.612,1424392,1424456,5000,2964.968,0.337272,256,true,
5000,Paillier,benchmarks_data\5K\5K_17.txt,1.406,1488.335,137.757,1.598,1629.752,19906250000,83.593,1424648,1424712,5000,3067.951,0.325950,256,true,
5000,Paillier,benchmarks_data\5K\5K_18.txt,1.551,1571.973,117.878,1.558,1693.550,20437500000,81.257,1424864,1424928,5000,2952.378,0.338710,256,true,
5000,Paillier,benchmarks_data\5K\5K_19.txt,1.777,1629.367,119.839,1.526,1753.225,20656250000,79.234,1425088,1425152,5000,2851.887,0.350645,256,true,
5000,Paillier,benchmarks_data\5K\5K_20.txt,1.528,1441.824,130.176,1.578,1575.665,19906250000,86.289,1425320,1425384,5000,3173.264,0.315133,256,true,
5000,Paillier,benchmarks_data\5K\5K_21.txt,1.590,1478.885,137.154,1.425,1619.631,20031250000,84.655,1425536,1425600,5000,3087.124,0.323926,256,true,
5000,Paillier,benchmarks_data\5K\5K_22.txt,1.454,1477.897,134.168,1.381,1615.433,19718750000,83.390,1425760,1425824,5000,3095.145,0.323087,256,true,
5000,Paillier,benchmarks_data\5K\5K_23.txt,1.553,1427.947,133.682,1.447,1565.294,19187500000,83.982,1426040,1426104,5000,3194.289,0.313059,256,true,
5000,Paillier,benchmarks_data\5K\5K_24.txt,1.474,1499.468,138.079,1.361,1640.951,19453125000,81.083,1426312,1426376,5000,3047.014,0.328190,256,true,
5000,Paillier,benchmarks_data\5K\5K_25.txt,1.593,1461.182,163.288,1.361,1628.003,19406250000,83.007,1426592,1426656,5000,3071.247,0.325601,256,true,
5000,ElGamal,benchmarks_data\5K\5K_01.txt,1.299,47.124,30.835,0.083,79.835,15625000,2.072,1426896,1426960,5000,62629.173,0.015967,8,true,
5000,ElGamal,benchmarks_data\5K\5K_02.txt,1.297,45.050,25.490,0.038,72.345,0,0.000,1427136,1427200,5000,69113.086,0.014469,8,true,
5000,ElGamal,benchmarks_data\5K\5K_03.txt,1.151,46.191,15.253,0.035,63.065,0,0.000,1427328,1427392,5000,79283.908,0.012613,8,true,
5000,ElGamal,benchmarks_data\5K\5K_04.txt,1.018,33.658,13.289,0.036,48.761,62500000,11.606,1427520,1427584,5000,102541.175,0.009752,8,true,
5000,ElGamal,benchmarks_data\5K\5K_05.txt,1.194,28.920,17.238,0.040,47.890,15625000,3.377,1427720,1427784,5000,104405.494,0.009578,8,true,
5000,ElGamal,benchmarks_data\5K\5K_06.txt,0.937,41.355,22.974,0.033,65.855,0,0.000,1427912,1427976,5000,75924.033,0.013171,8,true,
5000,ElGamal,benchmarks_data\5K\5K_07.txt,1.111,40.088,28.462,0.073,70.183,78125000,12.180,1428096,1428160,5000,71242.628,0.014037,8,true,
5000,ElGamal,benchmarks_data\5K\5K_08.txt,0.841,32.249,22.984,0.036,56.555,78125000,15.141,1428296,1428360,5000,88409.826,0.011311,8,true,
5000,ElGamal,benchmarks_data\5K\5K_09.txt,1.125,40.449,22.282,0.036,64.410,46875000,7.243,1428480,1428544,5000,77628.059,0.012882,8,true,
5000,ElGamal,benchmarks_data\5K\5K_10.txt,0.937,41.842,24.345,0.032,67.815,93750000,14.004,1428680,1428744,5000,73729.675,0.013563,8,true,
5000,ElGamal,benchmarks_data\5K\5K_11.txt,1.133,44.066,14.293,0.038,60.073,78125000,11.081,1428872,1428936,5000,83231.791,0.012015,8,true,
5000,ElGamal,benchmarks_data\5K\5K_12.txt,0.818,28.723,13.949,0.039,44.008,93750000,20.400,1429080,1429144,5000,113614.674,0.008802,8,true,
5000,ElGamal,benchmarks_data\5K\5K_13.txt,1.060,40.408,24.576,0.038,66.534,93750000,14.501,1429272,1429336,5000,75149.886,0.013307,8,true,
5000,ElGamal,benchmarks_data\5K\5K_14.txt,1.038,34.080,26.745,0.040,62.321,78125000,14.328,1429464,1429528,5000,80230.164,0.012464,8,true,
5000,ElGamal,benchmarks_data\5K\5K_15.txt,0.924,42.460,26.606,0.035,70.524,125000000,18.400,1429656,1429720,5000,70897.750,0.014105,8,true,
5000,ElGamal,benchmarks_data\5K\5K_16.txt,1.424,41.584,27.097,0.038,70.764,78125000,11.742,1429856,1429920,5000,70657.596,0.014153,8,true,
5000,ElGamal,benchmarks_data\5K\5K_17.txt,0.826,46.398,21.476,0.048,69.207,93750000,12.628,1430064,1430128,5000,72246.818,0.013841,8,true,
5000,ElGamal,benchmarks_data\5K\5K_18.txt,1.416,41.406,16.945,0.038,60.359,15625000,2.358,1430256,1430320,5000,82837.551,0.012072,8,true,
5000,ElGamal,benchmarks_data\5K\5K_19.txt,0.864,29.032,11.796,0.039,42.197,15625000,3.364,1430456,1430520,5000,118493.240,0.008439,8,true,
5000,ElGamal,benchmarks_data\5K\5K_20.txt,0.983,32.646,29.146,0.035,63.282,93750000,17.948,1430640,1430704,5000,79010.910,0.012656,8,true,
5000,ElGamal,benchmarks_data\5K\5K_21.txt,1.006,40.361,15.090,0.036,56.967,78125000,12.098,1430832,1430896,5000,87770.883,0.011393,8,true,
5000,ElGamal,benchmarks_data\5K\5K_22.txt,0.848,41.878,25.336,0.041,68.546,15625000,2.332,1431024,1431088,5000,72943.929,0.013709,8,true,
5000,ElGamal,benchmarks_data\5K\5K_23.txt,1.025,23.795,27.806,0.075,53.277,15625000,4.104,1431216,1431280,5000,93849.304,0.010655,8,true,
5000,ElGamal,benchmarks_data\5K\5K_24.txt,0.794,25.646,22.290,0.037,49.220,109375000,26.655,1431464,1431528,5000,101585.547,0.009844,8,true,
5000,ElGamal,benchmarks_data\5K\5K_25.txt,1.058,40.193,22.524,0.036,64.288,0,0.000,1431656,1431720,5000,77775.254,0.012858,8,true,
50000,Paillier,benchmarks_data\50K\50K_01.txt,7.353,14280.252,753.165,1.003,15042.214,201812500000,88.327,1433848,1433776,50000,3323.979,0.300844,256,true,
50000,Paillier,benchmarks_data\50K\50K_02.txt,7.591,14182.195,743.287,1.144,14935.281,201359375000,88.738,1434104,1434176,50000,3347.778,0.298706,256,true,
50000,Paillier,benchmarks_data\50K\50K_03.txt,7.088,14166.487,750.046,1.158,14925.288,202062500000,89.146,1434336,1434408,50000,3350.019,0.298506,256,true,
50000,Paillier,benchmarks_data\50K\50K_04.txt,8.145,14007.318,743.003,1.182,14760.410,200906250000,89.643,1434568,1434640,50000,3387.440,0.295208,256,true,
50000,Paillier,benchmarks_data\50K\50K_05.txt,6.571,14283.658,750.598,1.058,15042.344,200750000000,87.841,1434792,1434864,50000,3323.950,0.300847,256,true,
50000,Paillier,benchmarks_data\50K\50K_06.txt,7.125,14148.073,768.827,1.109,14925.671,200640625000,88.634,1435032,1435104,50000,3349.933,0.298513,256,true,
50000,Paillier,benchmarks_data\50K\50K_07.txt,7.176,14156.239,729.683,1.146,14894.692,201625000000,89.018,1435256,1435328,50000,3356.900,0.297894,257,true,
50000,Paillier,benchmarks_data\50K\50K_08.txt,7.252,14037.694,740.947,1.172,14787.614,200968750000,89.477,1435744,1435880,50000,3381.208,0.295752,256,true,
50000,Paillier,benchmarks_data\50K\50K_09.txt,7.108,14053.381,756.810,1.165,14818.998,200328125000,89.092,1436040,1436112,50000,3374.047,0.296380,256,true,
50000,Paillier,benchmarks_data\50K\50K_10.txt,7.009,14086.749,729.817,2.071,14826.058,201078125000,89.214,1436272,1436344,50000,3372.441,0.296521,256,true,
50000,Paillier,benchmarks_data\50K\50K_11.txt,7.055,14097.678,757.527,1.042,14863.711,201968750000,89.540,1436504,1436576,50000,3363.898,0.297274,256,true,
50000,Paillier,benchmarks_data\50K\50K_12.txt,7.427,14000.803,745.661,1.168,14755.505,201546875000,89.971,1436768,1436840,50000,3388.566,0.295110,256,true,
50000,Paillier,benchmarks_data\50K\50K_13.txt,6.607,14115.744,743.213,1.234,14867.254,202359375000,89.598,1436992,1437064,50000,3363.096,0.297345,256,true,
50000,Paillier,benchmarks_data\50K\50K_14.txt,7.132,14012.479,732.699,1.060,14753.822,200578125000,89.464,1437224,1437296,50000,3388.952,0.295076,256,true,
50000,Paillier,benchmarks_data\50K\50K_15.txt,6.670,14154.351,747.724,1.109,14910.416,201921875000,89.161,1437464,1437536,50000,3353.361,0.298208,257,true,
50000,Paillier,benchmarks_data\50K\50K_16.txt,7.003,14342.391,735.150,1.141,15086.111,200500000000,87.372,1437752,1437824,50000,3314.307,0.301722,256,true,
50000,Paillier,benchmarks_data\50K\50K_17.txt,8.900,14331.354,738.415,1.170,15080.326,202000000000,88.094,1438000,1438072,50000,3315.578,0.301607,256,true,
50000,Paillier,benchmarks_data\50K\50K_18.txt,7.045,14130.168,743.032,1.219,14881.888,200718750000,88.781,1438232,1438304,50000,3359.789,0.297638,256,true,
50000,Paillier,benchmarks_data\50K\50K_19.txt,7.126,14040.148,699.319,1.035,14748.047,201250000000,89.587,1438472,1438544,50000,3390.279,0.294961,256,true,
50000,Paillier,benchmarks_data\50K\50K_20.txt,7.269,14149.269,721.547,1.229,14879.785,200890625000,88.737,1438696,1438768,50000,3360.264,0.297596,256,true,
50000,Paillier,benchmarks_data\50K\50K_21.txt,7.601,15439.200,909.632,1.424,16358.297,201796875000,81.690,1438936,1439008,50000,3056.553,0.327166,257,true,
50000,Paillier,benchmarks_data\50K\50K_22.txt,11.926,15083.747,849.668,1.185,15947.182,207015625000,85.778,1439160,1439232,50000,3135.350,0.318944,256,true,
50000,Paillier,benchmarks_data\50K\50K_23.txt,7.374,14615.696,793.762,1.214,15418.540,204843750000,87.596,1439392,1439464,50000,3242.849,0.308371,256,true,
50000,Paillier,benchmarks_data\50K\50K_24.txt,8.080,14879.686,761.292,1.108,15650.632,206093750000,86.567,1439680,1439752,50000,3194.759,0.313013,256,true,
50000,Paillier,benchmarks_data\50K\50K_25.txt,9.312,15055.521,856.720,1.165,15923.278,206390625000,85.679,1439904,1439976,50000,3140.057,0.318466,256,true,
50000,ElGamal,benchmarks_data\50K\50K_01.txt,8.292,150.727,47.687,0.067,207.513,531250000,22.029,1440304,1440368,50000,240949.224,0.004150,8,true,
50000,ElGamal,benchmarks_data\50K\50K_02.txt,7.384,152.331,39.556,0.038,199.894,484375000,19.873,1440552,1440616,50000,250133.071,0.003998,8,true,
50000,ElGamal,benchmarks_data\50K\50K_03.txt,7.669,122.715,44.651,0.046,175.785,437500000,22.282,1440744,1440808,50000,284439.185,0.003516,8,true,
50000,ElGamal,benchmarks_data\50K\50K_04.txt,7.443,200.167,37.041,0.038,245.292,468750000,14.636,1440936,1441000,50000,203838.607,0.004906,8,true,
50000,ElGamal,benchmarks_data\50K\50K_05.txt,7.870,151.110,43.028,0.056,202.633,453125000,18.741,1441128,1441192,50000,246751.516,0.004053,8,true,
50000,ElGamal,benchmarks_data\50K\50K_06.txt,20.865,174.080,48.320,0.041,243.872,562500000,20.195,1441320,1441384,50000,205025.755,0.004877,8,true,
50000,ElGamal,benchmarks_data\50K\50K_07.txt,8.527,188.192,41.729,0.039,239.044,531250000,17.643,1441504,1441568,50000,209166.688,0.004781,8,true,
50000,ElGamal,benchmarks_data\50K\50K_08.txt,7.289,162.439,41.558,0.041,211.902,468750000,18.036,1441696,1441760,50000,235957.686,0.004238,8,true,
50000,ElGamal,benchmarks_data\50K\50K_09.txt,7.610,162.456,55.159,0.042,225.806,437500000,16.831,1441896,1441960,50000,221429.505,0.004516,8,true,
50000,ElGamal,benchmarks_data\50K\50K_10.txt,12.445,151.713,44.210,0.041,209.120,468750000,19.311,1442080,1442144,50000,239096.826,0.004182,8,true,
50000,ElGamal,benchmarks_data\50K\50K_11.txt,13.262,180.087,41.921,0.042,235.859,468750000,16.268,1442280,1442344,50000,211991.152,0.004717,8,true,
50000,ElGamal,benchmarks_data\50K\50K_12.txt,11.951,175.336,44.843,0.041,232.844,625000000,22.279,1442496,1442560,50000,214736.046,0.004657,8,true,
50000,ElGamal,benchmarks_data\50K\50K_13.txt,19.977,134.582,35.804,0.039,191.039,468750000,21.769,1442680,1442744,50000,261726.115,0.003821,8,true,
50000,ElGamal,benchmarks_data\50K\50K_14.txt,11.996,140.400,45.124,0.039,198.131,453125000,20.171,1442880,1442944,50000,252358.543,0.003963,8,true,
50000,ElGamal,benchmarks_data\50K\50K_15.txt,8.274,141.343,34.216,0.041,184.423,375000000,16.582,1443072,1443136,50000,271116.153,0.003688,8,true,
50000,ElGamal,benchmarks_data\50K\50K_16.txt,13.096,143.832,45.852,0.041,203.396,484375000,21.048,1443360,1443424,50000,245826.360,0.004068,8,true,
50000,ElGamal,benchmarks_data\50K\50K_17.txt,7.425,151.219,49.829,0.056,209.106,375000000,15.499,1443568,1443632,50000,239113.749,0.004182,8,true,
50000,ElGamal,benchmarks_data\50K\50K_18.txt,10.251,136.032,33.588,0.038,180.839,406250000,18.665,1443760,1443824,50000,276489.490,0.003617,8,true,
50000,ElGamal,benchmarks_data\50K\50K_19.txt,8.003,142.051,36.307,0.041,186.919,453125000,19.937,1443952,1444016,50000,267495.546,0.003738,8,true,
50000,ElGamal,benchmarks_data\50K\50K_20.txt,9.770,152.765,40.308,0.039,203.415,421875000,17.260,1444152,1444216,50000,245803.157,0.004068,8,true,
50000,ElGamal,benchmarks_data\50K\50K_21.txt,8.525,150.058,38.219,0.042,197.404,406250000,16.921,1444336,1445184,50000,253288.316,0.003948,8,true,
50000,ElGamal,benchmarks_data\50K\50K_22.txt,33.066,147.602,44.538,0.040,225.771,390625000,16.541,1445312,1445376,50000,221462.949,0.004515,8,true,
50000,ElGamal,benchmarks_data\50K\50K_23.txt,12.830,148.982,38.641,0.039,200.998,453125000,19.009,1445504,1446112,50000,248758.323,0.004020,8,true,
50000,ElGamal,benchmarks_data\50K\50K_24.txt,7.336,143.526,38.833,0.044,190.353,453125000,19.732,1446296,1446360,50000,262670.296,0.003807,8,true,
50000,ElGamal,benchmarks_data\50K\50K_25.txt,9.475,139.034,34.660,0.041,184.091,406250000,18.262,1446480,1446544,50000,271604.509,0.003682,8,true,
500000,Paillier,benchmarks_data\500K\500K_01.txt,79.609,148297.362,8009.897,1.236,156389.109,2084328125000,87.844,1445472,1445400,500000,3197.154,0.312778,256,true,
500000,Paillier,benchmarks_data\500K\500K_02.txt,71.258,146547.639,7974.015,1.188,154594.865,2070390625000,88.299,1445720,1445792,500000,3234.260,0.309190,256,true,
500000,Paillier,benchmarks_data\500K\500K_03.txt,90.507,147238.582,7729.060,1.168,155059.808,2059687500000,87.430,1445952,1446024,500000,3224.562,0.310120,256,true,
500000,Paillier,benchmarks_data\500K\500K_04.txt,129.440,145316.201,7677.979,1.151,153125.436,2071875000000,89.111,1446192,1446264,500000,3265.297,0.306251,256,true,
500000,Paillier,benchmarks_data\500K\500K_05.txt,104.326,147350.608,7649.931,1.239,155107.117,2051140625000,87.001,1446424,1446496,500000,3223.579,0.310214,256,true,
500000,Paillier,benchmarks_data\500K\500K_06.txt,58.688,154565.019,7940.849,1.214,162566.300,2140390625000,86.549,1446656,1446728,500000,3075.668,0.325133,256,true,
